__v|VCodMunicipio|VEstado|VCo_Unidade|url|Data Expedição|Órgão Expedidor|Número Alvará|Dependência|Natureza da Organização|Gestão|Esfera Administrativa|Sub Tipo Estabelecimento|Tipo Estabelecimento|UF|Município|CEP|Bairro|Complemento|Telefone|Número|Logradouro|Personalidade|CPF|Nome Empresarial|CNPJ|CNES|Nome
250550|25|2505507407513|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2505507407513&VEstado=25&VCodMunicipio=250550||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL||FARMACIA|PB|VISTA SERRANA - IBGE - 250550|58710000|CENTRO||8334361052|S/N|RUA FIDELINO GOMES|JURÍDICA|--|FUNDO MUNICIPAL DE SAUDE DE VISTA SERRANA||7407513|FARMACIA BASICA
250550|25|2505507452470|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2505507452470&VEstado=25&VCodMunicipio=250550||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL||FARMACIA|PB|VISTA SERRANA - IBGE - 250550|58710000|CENTRO||8334361052|S/N|RUA FIDELINO GOMES|JURÍDICA|--|MUNICIPIO DE VISTA SERRANA||7452470|FARMACIA BASICA DE VISTA SERRANA
250550|25|2505507543212|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2505507543212&VEstado=25&VCodMunicipio=250550||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL||UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)|PB|VISTA SERRANA - IBGE - 250550|58710000|CENTRO||8334361052|S/N|RUA JOAO FRANCISCO FILHO|JURÍDICA|--|MUNICIPIO DE VISTA SERRANA||7543212|LABORATORIO DE ANALISE CLINICA DE VISTA SERRANA
250550|25|2505502321092|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2505502321092&VEstado=25&VCodMunicipio=250550||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|DUPLA|MUNICIPAL||UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)|PB|VISTA SERRANA - IBGE - 250550|58710000|CENTRO||(83)4361040|S/N|RUA JOAO FRANCISCO FILHO|JURÍDICA|--|PREFEITURA MUNICIPAL DE VISTA SERRANA||2321092|LABORATORIO MUNICSEVERINO BEZERRA WANDERLEY
250550|25|2505507452365|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2505507452365&VEstado=25&VCodMunicipio=250550||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL|LABORATORIO REGIONAL DE PROTESE DENTARIA (LRPD)|UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)|PB|VISTA SERRANA - IBGE - 250550|58710000|CENTRO|CASA|8334361052|S/N|RUA JOAO FRANCISCO FILHO|JURÍDICA|--|MUNICIPIO DE VISTA SERRANA||7452365|LABORATORIO REGIONAL DE PROTESE DENTARIA DE VISTA SERRANA
250550|25|2505502321076|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2505502321076&VEstado=25&VCodMunicipio=250550||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL||POSTO DE SAUDE|PB|VISTA SERRANA - IBGE - 250550|58710000|ZONA RURAL|CASA|08334361052|S/N|SITIO ACARI|JURÍDICA|--|MUNICIPIO DE VISTA SERRANA||2321076|POSTO DE SAUDE AIRTON MONTEIRO DE FARIAS
250550|25|2505506679188|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2505506679188&VEstado=25&VCodMunicipio=250550||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL||POSTO DE SAUDE|PB|VISTA SERRANA - IBGE - 250550|58710000|ZONA RURAL||08334361052|S/N|SITIO BOQUEIRAO|JURÍDICA|--|MUNICIPIO DE VISTA SERRANA||6679188|POSTO DE SAUDE MARIA PROSPERA DE ARAUJO
250550|25|2505506432549|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2505506432549&VEstado=25&VCodMunicipio=250550||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL|MUNICIPAL/SEDE|SECRETARIA DE SAUDE|PB|VISTA SERRANA - IBGE - 250550|58710000|CENTRO||08334361052|S/N|RUA JOAO FRANSCISCO FILHO|JURÍDICA|--|MUNICIPIO DE VISTA SERRANA||6432549|SECRETARIA MUNICIPAL DE SAUDE DE VISTA SERRANA
250550|25|2505502321084|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2505502321084&VEstado=25&VCodMunicipio=250550||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL||CENTRO DE SAUDE/UNIDADE BASICA|PB|VISTA SERRANA - IBGE - 250550|58710000|CENTRO||08334361052|S/N|SITIO ALTO DO FOGO|JURÍDICA|--|MUNICIPIO DE VISTA SERRANA||2321084|UNIDADE BASICA DE SAUDE FAMILIA TARCIZIO DE MIRANDA BURITI
250550|25|2505502321068|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2505502321068&VEstado=25&VCodMunicipio=250550||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL||CENTRO DE SAUDE/UNIDADE BASICA|PB|VISTA SERRANA - IBGE - 250550|58710000|CENTRO||08334361052|S/N|ABILIO GARCIA DE ARAUJO|JURÍDICA|--|MUNICIPIO DE VISTA SERRANA||2321068|UNIDADE BASICA DE SAUDE MARLUCIA GOMES DE ARAUJO
250550|25|2505506801498|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=2505506801498&VEstado=25&VCodMunicipio=250550||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL||UNIDADE DE VIGILANCIA EM SAUDE|PB|VISTA SERRANA - IBGE - 250550|58710000|CENTRO||08334361052|S/N|RUA JOAO FRANCISCO FILHO|JURÍDICA|--|MUNICIPIO DE VISTA SERRANA||6801498|UNIDADE MUNICIPAL DE VIGILANCIA EM SAUDE
