__v|VCodMunicipio|VEstado|VCo_Unidade|url|Data Expedição|Órgão Expedidor|Número Alvará|Dependência|Natureza da Organização|Gestão|Esfera Administrativa|Sub Tipo Estabelecimento|Tipo Estabelecimento|UF|Município|CEP|Bairro|Complemento|Telefone|Número|Logradouro|Personalidade|CPF|Nome Empresarial|CNPJ|CNES|Nome
160080|16|1600807268734|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600807268734&VEstado=16&VCodMunicipio=160080||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL||UNIDADE DE VIGILANCIA EM SAUDE|AP|VITORIA DO JARI - IBGE - 160080|68924000|PRAINHA|||S/N|PASSARELA PRINCIPAL|JURÍDICA|--|PREFEITURA MUNICIPAL DE VITORIA DO JARI||7268734|PMVJ DIVISAO DE VIGILANCIA SANITARIA DE V JARI
160080|16|1600802020114|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600802020114&VEstado=16&VCodMunicipio=160080||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL||POSTO DE SAUDE|AP|VITORIA DO JARI - IBGE - 160080|68924000|L P DIVIDAS||(96)6221388|01|LOCALIDADE PAGA DIVIDAS|JURÍDICA|--|PREFEITURA MUNICIPAL DE VITORIA DO JARI||2020114|PMVJ POSTO DE SAUDE PAGA DIVIDAS
160080|16|1600802020661|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600802020661&VEstado=16&VCodMunicipio=160080||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL||POSTO DE SAUDE|AP|VITORIA DO JARI - IBGE - 160080|68924000|RIO CAJARI||(96)7361168|01|LOCALIDADE DE SAO JOAO DO CAJARI|JURÍDICA|--|PREFEITURA MUNICIPAL DE VITORIA DO JARI||2020661|PMVJ POSTO DE SAUDE SAO JOAO DO CAJARI
160080|16|1600807475683|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600807475683&VEstado=16&VCodMunicipio=160080||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL|MUNICIPAL/SEDE|SECRETARIA DE SAUDE|AP|VITORIA DO JARI - IBGE - 160080|68924000|PRAINHA|||3340|RUA PEDRO LADISLAU|JURÍDICA|--|PREFEITURA MUNICIPAL DE VITORIA DO JARI||7475683|PMVJ SECRETARIA M DE SAUDE DE V JARI
160080|16|1600802020084|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600802020084&VEstado=16&VCodMunicipio=160080||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL||CENTRO DE SAUDE/UNIDADE BASICA|AP|VITORIA DO JARI - IBGE - 160080|68924000|VILA DO MURIACA||(96)91736116|01|LOCALIDADE DO MURIACA|JURÍDICA|--|PREFEITURA MUNICIPAL DE VITORIA DO JARI||2020084|PMVJ UBS ATERRO DO MURIACA
160080|16|1600802020688|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600802020688&VEstado=16&VCodMunicipio=160080||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL||CENTRO DE SAUDE/UNIDADE BASICA|AP|VITORIA DO JARI - IBGE - 160080|68924000|COMERCIAL||(96)37361168|303|AV AIRTON SENA|JURÍDICA|--|PREFEITURA MUNICIPAL DE VITORIA DO JARI||2020688|PMVJ UBS BEIRA RIO
160080|16|1600802020092|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600802020092&VEstado=16&VCodMunicipio=160080||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL||CENTRO DE SAUDE/UNIDADE BASICA|AP|VITORIA DO JARI - IBGE - 160080|68924000|CIDADE LIVRE||(96)7361168|01|RUA PEDRO LADISLAU DA SILVEIRA|JURÍDICA|--|PREFEITURA MUNICIPAL DE VITORIA DO JARI||2020092|PMVJ UBS CIDADE LIVRE
160080|16|1600802020106|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600802020106&VEstado=16&VCodMunicipio=160080||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL||CENTRO DE SAUDE/UNIDADE BASICA|AP|VITORIA DO JARI - IBGE - 160080|68924000|V DE JARILANDIA||(96)6221388|01|LOCALIDADE DE JARILANDIA|JURÍDICA|--|PREFEITURA MUNICIPAL DE VITORIA DO JARI||2020106|PMVJ UBS JARILANDIA
160080|16|1600805480736|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600805480736&VEstado=16&VCodMunicipio=160080||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL||CENTRO DE SAUDE/UNIDADE BASICA|AP|VITORIA DO JARI - IBGE - 160080|68924000|SANTA CLARA|||S/N|PASSARELA JOSE SIMEAO DE SOUZA|JURÍDICA|--|POSTO DE SAUDE SANTA CLARA||5480736|PMVJ UBS SANTA CLARA
160080|16|1600802020149|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1600802020149&VEstado=16&VCodMunicipio=160080||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|ESTADUAL|ESTADUAL||UNIDADE MISTA|AP|VITORIA DO JARI - IBGE - 160080|68924000|COMERCIAL||(91)7361168|1180|AVN AYRTON SENA|JURÍDICA|--|SECRETARIA DE ESTADO DA SAUDE DO AMAPA||2020149|SES AP UNID MISTA DE SAUDE DE VITORIA DO JARI
